"full_name","H","albedo","diameter_sigma","e","a","i"
"       (2020 HO8)",21.45,,,0.3565,1.526,19.55
"       (2020 HQ8)",26.30,,,0.5185,2.136,8.33
"       (2020 HR8)",26.90,,,0.3496,0.8902,4.65
"       (2020 HS8)",21.44,,,0.2921,1.545,8.62
"       (2020 HT8)",28.60,,,0.6217,1.85,20.41
"       (2020 HV8)",27.90,,,0.3070,1.234,16.76
"       (2020 HY8)",22.77,,,0.7933,2.529,4.56
"       (2020 HA9)",25.10,,,0.6021,1.892,7.08
"       (2020 HB9)",24.40,,,0.2903,1.431,9.83
"       (2020 HD9)",19.57,,,0.9133,2.245,19.54
"       (2020 HE9)",24.00,,,0.3473,1.749,11.74
"       (2020 HF9)",24.70,,,0.0621,1.022,37.06
"       (2020 HG9)",23.38,,,0.4185,0.8643,1.74
"       (2020 HN9)",25.20,,,0.5890,2.282,6.16
"       (2020 HO9)",23.50,,,0.3465,1.633,22.40
"       (2020 HR9)",24.20,,,0.5918,2.636,3.62
"       (2020 HS9)",25.30,,,0.7095,2.568,5.56
"       (2020 HT9)",21.80,,,0.5379,1.868,8.60
"       (2020 HU9)",24.80,,,0.6667,2.214,2.99
"       (2020 HV9)",22.70,,,0.3418,1.751,21.12
"       (2020 HX9)",23.38,,,0.3173,1.219,16.18
"       (2020 HY9)",24.30,,,0.5817,1.846,10.16
"       (2020 HZ9)",18.53,,,0.5623,1.857,40.19
"       (2020 HA10)",19.02,,,0.1553,0.8197,49.65
"       (2020 HB10)",20.57,,,0.6943,2.653,11.42
"       (2020 HC10)",22.20,,,0.4776,2.273,10.30
"       (2020 HD10)",27.30,,,0.5383,2.182,13.01
"       (2020 HF10)",25.50,,,0.2965,1.321,8.08
"       (2020 HH10)",23.70,,,0.2071,1.411,29.00
"       (2020 HJ10)",21.21,,,0.1969,1.181,33.67
"       (2020 HO10)",21.57,,,0.4761,2.166,13.07
"       (2020 HS10)",23.80,,,0.4101,1.808,5.56
"       (2020 HU10)",21.30,,,0.3621,1.672,29.41
"       (2020 HY10)",20.50,,,0.2896,1.74,17.64
"       (2020 HC11)",22.40,,,0.6066,2.37,10.39
"       (2020 HO154)",24.77,,,0.4983,2.318,10.13
"       (2020 HL212)",21.08,,,0.7806,2.236,12.58
"       (2020 JA)",27.20,,,0.7704,3.155,5.88
"       (2020 JB)",23.47,,,0.5029,1.847,7.38
"       (2020 JC)",25.00,,,0.1147,1.185,20.75
"       (2020 JD)",19.91,,,0.4912,1.299,20.11
"       (2020 JE)",26.20,,,0.5191,1.958,9.68
"       (2020 JF)",26.10,,,0.5369,1.193,13.16
"       (2020 JG)",25.80,,,0.4670,0.8651,6.10
"       (2020 JH)",21.80,,,0.7993,2.145,8.51
"       (2020 JJ)",29.90,,,0.4220,1.506,11.19
"       (2020 JK)",24.07,,,0.6600,1.956,1.10
"       (2020 JL)",22.80,,,0.5316,2.529,65.11
"       (2020 JM)",26.20,,,0.2969,1.212,5.14
"       (2020 JN)",27.40,,,0.6619,1.181,2.79
"       (2020 JO)",25.90,,,0.4682,1.761,8.91
"       (2020 JP)",20.87,,,0.6692,3.235,21.11
"       (2020 JR)",25.10,,,0.3412,1.386,1.76
"       (2020 JS)",25.80,,,0.2847,1.347,21.16
"       (2020 JT)",22.32,,,0.3749,1.558,20.98
"       (2020 JU)",20.83,,,0.0861,0.9389,10.70
"       (2020 JV)",21.40,,,0.6381,2.253,3.24
"       (2020 JX)",23.80,,,0.5714,2.406,5.81
"       (2020 JY)",24.50,,,0.3013,1.465,20.27
"       (2020 JZ)",22.87,,,0.6196,2.502,24.38
"       (2020 JA1)",26.70,,,0.4789,1.997,0.72
"       (2020 JB1)",26.40,,,0.3692,1.191,1.01
"       (2020 JC1)",25.90,,,0.2228,1.369,14.93
"       (2020 JE1)",24.70,,,0.2005,1.044,9.84
"       (2020 JF1)",27.10,,,0.4599,1.835,11.66
"       (2020 JG1)",25.95,,,0.1033,0.9725,9.96
"       (2020 JH1)",24.90,,,0.1974,1.193,4.12
"       (2020 JJ1)",23.30,,,0.4178,1.192,36.82
"       (2020 JK1)",27.50,,,0.2573,1.356,4.87
"       (2020 JL1)",28.30,,,0.5539,2.176,6.95
"       (2020 JM1)",26.00,,,0.2977,1.437,5.23
"       (2020 JN1)",29.00,,,0.7070,2.572,7.18
"       (2020 JO1)",23.80,,,0.2930,1.524,16.20
"       (2020 JP1)",22.10,,,0.4894,2.254,11.95
"       (2020 JQ1)",26.10,,,0.5397,0.7724,7.32
"       (2020 JR1)",27.60,,,0.2270,1.2,1.12
"       (2020 JT1)",24.20,,,0.5284,1.304,15.61
"       (2020 JU1)",24.30,,,0.3272,1.482,2.05
"       (2020 JV1)",26.50,,,0.1070,1.188,14.17
"       (2020 JW1)",22.52,,,0.3713,1.688,9.57
"       (2020 JX1)",23.81,,,0.2962,1.43,3.46
"       (2020 JY1)",25.40,,,0.3907,1.539,3.39
"       (2020 JZ1)",25.70,,,0.2780,1.371,4.57
"       (2020 JD2)",25.54,,,0.6134,2.581,1.14
"       (2020 JE2)",27.71,,,0.4491,1.299,6.74
"       (2020 JF2)",23.75,,,0.2663,1.696,10.48
"       (2020 JG2)",23.23,,,0.4483,1.512,3.92
"       (2020 JH2)",24.56,,,0.5993,1.984,4.12
"       (2020 JJ2)",24.20,,,0.2831,1.489,6.13
"       (2020 JK2)",27.31,,,0.2475,0.9389,6.09
"       (2020 JL2)",23.50,,,0.5431,2.158,6.63
"       (2020 JM2)",24.70,,,0.7620,2.504,6.53
"       (2020 JN2)",23.80,,,0.3524,1.071,16.13
"       (2020 JP2)",26.40,,,0.5033,2.033,5.26
"       (2020 JQ2)",25.60,,,0.2868,1.474,4.87
"       (2020 JR2)",25.90,,,0.2117,1.092,14.93
"       (2020 JT2)",23.30,,,0.4415,2.134,5.07
"       (2020 JU2)",22.40,,,0.3111,1.651,34.17
"       (2020 JV2)",25.50,,,0.5545,2.118,6.39
"       (2020 JX2)",23.90,,,0.4497,2.06,6.62
"       (2020 JY2)",19.71,,,0.4179,1.594,10.88
"       (2020 JZ2)",25.70,,,0.1990,0.9456,9.32
"       (2020 JB3)",23.10,,,0.6768,1.782,1.79
"       (2020 JC3)",21.59,,,0.6722,2.464,5.19
"       (2020 JF3)",22.24,,,0.5706,1.174,7.00
"       (2020 JG3)",26.06,,,0.1018,1.233,6.35
"       (2020 JJ3)",22.50,,,0.1565,1.502,23.54
"       (2020 JK3)",26.10,,,0.3814,1.727,2.54
"       (2020 JL3)",21.68,,,0.6965,1.641,6.85
"       (2020 JN3)",27.40,,,0.2080,1.151,0.60
"       (2020 JP3)",24.60,,,0.2401,1.578,3.92
"       (2020 JQ3)",22.80,,,0.4225,1.772,8.69
"       (2020 JR3)",24.00,,,0.1863,1.175,4.48
"       (2020 JU3)",24.00,,,0.6190,2.493,2.50
"       (2020 JW3)",19.40,,,0.5286,2.734,15.18
"       (2020 JS15)",21.20,,,0.5171,2.691,8.05
"       (2020 JZ15)",20.56,,,0.4176,2.212,6.71
"       (2020 JL31)",21.31,,,0.4822,2.373,4.70
"       (2020 JV38)",27.55,,,0.5627,2.165,9.30
"       (2020 KA)",27.50,,,0.1700,1.052,3.94
"       (2020 KB)",24.80,,,0.6098,2.402,7.44
"       (2020 KC)",24.40,,,0.5499,2.389,3.23
"       (2020 KE)",25.30,,,0.3218,1.539,5.77
"       (2020 KF)",25.40,,,0.4140,1.502,7.64
"       (2020 KG)",24.00,,,0.4612,2.25,4.05
"       (2020 KJ)",24.50,,,0.6474,2.433,11.85
"       (2020 KK)",24.65,,,0.6909,0.8892,20.79
"       (2020 KL)",24.80,,,0.0725,1.077,11.04
"       (2020 KM)",23.80,,,0.3610,1.654,37.45
"       (2020 KN)",23.40,,,0.3590,1.761,8.99
"       (2020 KO)",23.80,,,0.4285,1.228,7.84
"       (2020 KP)",27.90,,,0.5401,1.836,3.59
"       (2020 KQ)",23.27,,,0.5897,1.918,26.09
"       (2020 KR)",28.10,,,0.4531,1.43,9.43
"       (2020 KS)",25.80,,,0.2355,1.087,5.15
"       (2020 KT)",24.05,,,0.3938,0.8023,5.78
"       (2020 KU)",28.53,,,0.2603,1.291,6.63
"       (2020 KV)",25.00,,,0.1702,0.9654,23.73
"       (2020 KW)",28.50,,,0.5044,2.05,2.27
"       (2020 KX)",26.33,,,0.1207,1.184,13.88
"       (2020 KY)",26.20,,,0.1070,1.182,3.97
"       (2020 KZ)",25.40,,,0.4883,2.122,3.78
"       (2020 KA1)",26.70,,,0.1678,0.8914,14.67
"       (2020 KB1)",24.00,,,0.5395,2.328,8.27
"       (2020 KC1)",21.99,,,0.1245,1.378,19.40
"       (2020 KD1)",27.90,,,0.3575,1.489,8.73
"       (2020 KF1)",24.50,,,0.4728,1.989,4.98
"       (2020 KH1)",27.50,,,0.2243,1.126,11.22
"       (2020 KJ1)",26.40,,,0.1550,1.12,4.87
"       (2020 KK1)",20.90,,,0.7016,2.387,10.86
"       (2020 KM1)",22.50,,,0.6019,2.392,43.82
"       (2020 KN1)",22.98,,,0.2914,1.578,23.51
"       (2020 KO1)",24.90,,,0.4854,1.984,1.88
"       (2020 KQ1)",24.10,,,0.5302,1.693,13.98
"       (2020 KR1)",24.60,,,0.3892,1.678,5.85
"       (2020 KS1)",21.00,,,0.5041,2.423,5.74
"       (2020 KU1)",24.50,,,0.4788,1.551,6.65
"       (2020 KV1)",26.20,,,0.3285,1.54,2.73
"       (2020 KW1)",28.80,,,0.3434,1.41,1.66
"       (2020 KX1)",24.50,,,0.4418,1.897,9.98
"       (2020 KY1)",23.50,,,0.6806,2.4,7.15
"       (2020 KZ1)",21.10,,,0.2980,1.075,36.01
"       (2020 KA2)",22.70,,,0.3050,1.733,36.97
"       (2020 KB2)",24.60,,,0.1752,1.262,13.17
"       (2020 KC2)",23.45,,,0.2640,1.428,24.17
"       (2020 KD2)",21.02,,,0.3447,1.561,26.66
"       (2020 KE2)",23.30,,,0.6157,2.722,7.30
"       (2020 KF2)",26.20,,,0.4775,2.008,2.33
"       (2020 KG2)",22.20,,,0.5568,2.497,45.35
"       (2020 KJ2)",23.14,,,0.4236,2.142,6.73
"       (2020 KM2)",23.50,,,0.5850,2.419,6.04
"       (2020 KN2)",26.32,,,0.4520,1.78,0.50
"       (2020 KO2)",24.40,,,0.2709,1.21,24.28
"       (2020 KP2)",25.10,,,0.1806,1.322,11.19
"       (2020 KR2)",26.60,,,0.1643,0.957,3.03
"       (2020 KS2)",24.40,,,0.2050,0.8772,29.84
"       (2020 KT2)",21.70,,,0.6406,2.452,8.56
"       (2020 KU2)",25.80,,,0.5365,1.685,1.37
"       (2020 KV2)",25.90,,,0.4826,1.992,6.70
"       (2020 KW2)",18.71,,,0.5725,1.672,49.71
"       (2020 KY2)",23.59,,,0.1582,1.325,10.39
"       (2020 KZ2)",27.70,,,0.0325,1.014,7.15
"       (2020 KB3)",24.80,,,0.4950,2.017,5.64
"       (2020 KC3)",23.70,,,0.4843,1.688,4.50
"       (2020 KD3)",26.40,,,0.3193,1.352,3.78
"       (2020 KE3)",26.51,,,0.5806,2.32,1.80
"       (2020 KF3)",26.90,,,0.1294,1.055,1.82
"       (2020 KG3)",23.90,,,0.1993,1.126,22.12
"       (2020 KJ3)",26.00,,,0.3929,1.429,3.60
"       (2020 KK3)",25.40,,,0.5722,2.202,6.79
"       (2020 KL3)",24.40,,,0.4036,1.633,26.79
"       (2020 KM3)",22.10,,,0.4851,2.169,10.70
"       (2020 KN3)",19.60,,,0.7168,3.052,9.33
"       (2020 KP3)",25.90,,,0.5058,2.054,5.33
"       (2020 KS3)",23.50,,,0.2798,0.9684,11.25
"       (2020 KT3)",23.70,,,0.3355,1.715,20.04
"       (2020 KU3)",19.58,,,0.7076,2.573,37.49
"       (2020 KW3)",22.50,,,0.5200,2.384,6.23
"       (2020 KX3)",25.80,,,0.4542,1.892,2.39
"       (2020 KY3)",22.90,,,0.2973,1.748,31.96
"       (2020 KZ3)",26.18,,,0.2667,1.345,4.59
"       (2020 KB4)",26.80,,,0.3658,1.047,3.40
"       (2020 KD4)",26.30,,,0.3803,1.677,2.66
"       (2020 KE4)",25.30,,,0.4905,1.881,4.55
"       (2020 KF4)",24.40,,,0.3587,0.8625,13.82
"       (2020 KG4)",25.00,,,0.6225,2.821,6.41
"       (2020 KJ4)",29.90,,,0.1335,0.9748,2.86
"       (2020 KK4)",26.30,,,0.3955,1.604,3.63
"       (2020 KL4)",24.00,,,0.3262,1.607,25.22
"       (2020 KM4)",27.90,,,0.2210,1.269,6.03
"       (2020 KN4)",21.34,,,0.2924,1.06,34.60
"       (2020 KO4)",26.90,,,0.5678,2.175,3.58
"       (2020 KQ4)",26.50,,,0.1327,1.066,4.90
"       (2020 KR4)",20.98,,,0.9046,1.833,14.95
"       (2020 KT4)",23.24,,,0.2867,1.199,4.15
"       (2020 KV4)",23.80,,,0.2000,1.545,31.95
"       (2020 KW4)",26.40,,,0.5491,1.948,1.44
"       (2020 KY4)",27.20,,,0.3961,1.653,4.03
"       (2020 KZ4)",26.60,,,0.4647,1.929,4.25
"       (2020 KA5)",23.60,,,0.4981,2.181,8.22
"       (2020 KB5)",24.80,,,0.5184,1.981,7.24
"       (2020 KC5)",27.40,,,0.5172,2.021,4.62
"       (2020 KD5)",23.60,,,0.5196,1.712,5.93
"       (2020 KE5)",22.02,,,0.5730,2.024,5.35
"       (2020 KF5)",29.40,,,0.4150,1.46,1.94
"       (2020 KG5)",26.80,,,0.0744,1.111,8.21
"       (2020 KH5)",27.20,,,0.3813,1.25,10.33
"       (2020 KJ5)",20.98,,,0.3283,1.847,29.56
"       (2020 KK5)",21.93,,,0.6337,0.9322,15.15
"       (2020 KN5)",25.30,,,0.4108,1.27,11.23
"       (2020 KO5)",22.21,,,0.3143,1.275,35.02
"       (2020 KQ5)",20.18,,,0.8438,2.545,6.53
"       (2020 KR5)",22.30,,,0.2002,1.073,12.27
"       (2020 KS5)",25.40,,,0.4303,0.8447,13.41
"       (2020 KT5)",19.40,,,0.4088,2.196,13.40
"       (2020 KU5)",23.30,,,0.1889,1.441,28.27
"       (2020 KV5)",24.20,,,0.5019,1.817,8.14
"       (2020 KW5)",26.30,,,0.6079,1.187,5.12
"       (2020 KY5)",21.50,,,0.2678,1.514,21.04
"       (2020 KZ5)",20.13,,,0.5083,2.265,6.27
"       (2020 KA6)",26.70,,,0.5978,2.374,3.69
"       (2020 KC6)",27.10,,,0.3391,1.49,3.73
"       (2020 KF6)",23.80,,,0.1714,0.9242,21.83
"       (2020 KG6)",19.25,,,0.8309,1.13,22.46
"       (2020 KK6)",24.40,,,0.3341,1.533,20.13
"       (2020 KP6)",24.80,,,0.5257,2.014,9.38
"       (2020 KQ6)",22.70,,,0.5008,2.598,13.09
"       (2020 KR6)",20.04,,,0.4824,0.9821,24.03
"       (2020 KS6)",22.70,,,0.6208,2.511,48.95
"       (2020 KT6)",26.90,,,0.5407,2.255,13.11
"       (2020 KV6)",25.84,,,0.0618,1.084,22.54
"       (2020 KA7)",25.40,,,0.3930,1.703,9.34
"       (2020 KB7)",27.40,,,0.0851,1.119,6.95
"       (2020 KC7)",21.00,,,0.8016,2.278,50.53
"       (2020 KD7)",20.09,,,0.7407,1.83,18.51
"       (2020 KE7)",20.85,,,0.7131,2.418,4.97
"       (2020 KJ7)",24.99,,,0.1924,1.288,3.35
"       (2020 KK7)",26.20,,,0.6383,2.267,2.58
"       (2020 KP7)",21.90,,,0.3532,0.9067,22.68
"       (2020 KQ7)",26.50,,,0.1122,0.9711,2.15
"       (2020 KR7)",21.27,,,0.3643,1.942,10.95
"       (2020 KV7)",22.68,,,0.4066,2.124,6.34
"       (2020 KZ7)",22.43,,,0.4830,1.763,8.53
"       (2020 KA11)",22.56,,,0.1331,1.368,6.89
"       (2020 KK26)",18.94,,,0.4043,2.107,22.64
"       (2020 LA)",25.30,,,0.3297,1.393,24.90
"       (2020 LB)",24.90,,,0.5395,1.698,8.44
"       (2020 LC)",24.30,,,0.4692,1.92,7.12
"       (2020 LD)",22.38,,,0.8003,1.219,3.43
"       (2020 LE)",22.19,,,0.3961,0.7916,21.50
"       (2020 LF)",25.50,,,0.3181,1.449,12.31
"       (2020 LG)",24.50,,,0.3290,1.385,14.64
"       (2020 LH)",22.21,,,0.3157,1.473,21.11
"       (2020 LJ)",21.33,,,0.2826,1.469,20.34
"       (2020 LK)",23.50,,,0.2302,1.126,31.80
"       (2020 LL)",25.50,,,0.7236,2.417,2.21
"       (2020 LM)",24.70,,,0.4784,1.236,3.50
"       (2020 LN)",23.60,,,0.1898,1.391,21.62
"       (2020 LO)",26.80,,,0.1660,0.9605,9.95
"       (2020 LQ)",25.10,,,0.2611,1.16,18.89
"       (2020 LR)",24.10,,,0.2549,1.392,3.41
"       (2020 LS)",23.30,,,0.4738,1.516,2.33
"       (2020 LT)",24.48,,,0.5008,2.003,6.65
"       (2020 LV)",25.30,,,0.1528,0.9145,5.51
"       (2020 LX)",24.85,,,0.4901,2.066,2.39
"       (2020 LY)",23.60,,,0.5808,2.563,20.08
"       (2020 LD1)",25.30,,,0.4484,1.915,3.87
"       (2020 LE1)",21.59,,,0.6314,1.524,11.35
"       (2020 LF1)",23.30,,,0.4640,1.824,7.89
"       (2020 LG1)",20.11,,,0.6533,2.786,21.05
"       (2020 LH1)",21.39,,,0.6022,2.7,12.02
"       (2020 LM1)",21.49,,,0.6077,2.39,17.35
"       (2020 LT1)",23.00,,,0.4002,1.478,8.43
"       (2020 LV1)",22.10,,,0.6696,2.433,25.69
"       (2020 LX1)",22.10,,,0.6048,2.378,9.49
"       (2020 LY1)",21.40,,,0.3145,1.788,32.84
"       (2020 LZ1)",22.10,,,0.4527,2.325,7.66
"       (2020 LA2)",19.75,,,0.7352,4.324,4.50
"       (2020 LC2)",20.94,,,0.6148,2.745,17.98
"       (2020 LD2)",21.30,,,0.4914,1.923,22.14
"       (2020 LE2)",22.35,,,0.2727,1.639,1.52
"       (2020 LF2)",24.00,,,0.3326,1.422,11.15
"       (2020 LG2)",21.80,,,0.4466,1.877,14.17
"       (2020 LJ2)",21.88,,,0.4227,2.113,5.82
"       (2020 LK2)",22.36,,,0.4164,2.142,4.59
"       (2020 LS2)",23.50,,,0.4544,2.295,3.32
"       (2020 LB3)",19.64,,,0.4378,2.294,3.76
"       (2020 LD3)",20.57,,,0.6010,2.129,21.60
"       (2020 MA)",25.30,,,0.4998,2.032,5.67
"       (2020 MB)",24.50,,,0.0537,1.187,1.68
"       (2020 MC)",23.89,,,0.4141,2.074,5.35
"       (2020 MD)",22.50,,,0.4378,2.24,25.77
"       (2020 ME)",23.60,,,0.2697,0.8428,16.65
"       (2020 MF)",23.54,,,0.4518,2.139,9.84
"       (2020 MG)",20.70,,,0.6471,1.92,12.21
"       (2020 MH)",21.35,,,0.4068,2.155,8.47
"       (2020 MJ)",25.29,,,0.5931,1.636,3.18
"       (2020 MK)",22.50,,,0.6107,1.678,9.18
"       (2020 ML)",25.86,,,0.2228,1.306,3.24
"       (2020 MM)",25.10,,,0.2679,1.439,4.62
"       (2020 MO)",24.90,,,0.5859,2.431,6.80
"       (2020 MP)",20.82,,,0.5011,2.489,3.25
"       (2020 MR)",20.20,,,0.5856,2.979,17.14
"       (2020 MS)",22.00,,,0.4347,2.112,7.58
"       (2020 MT)",26.10,,,0.5552,2.246,2.65
"       (2020 MV)",23.40,,,0.4795,1.801,6.47
"       (2020 MX)",23.95,,,0.2776,0.8328,4.45
"       (2020 MY)",20.61,,,0.6198,2.188,12.29
"       (2020 MZ)",25.80,,,0.3244,1.361,13.59
"       (2020 MA1)",25.40,,,0.2044,0.8883,4.90
"       (2020 MB1)",21.70,,,0.5508,1.878,59.47
"       (2020 ME1)",26.00,,,0.5278,1.924,1.08
"       (2020 MF1)",27.60,,,0.5223,1.933,1.08
"       (2020 MO1)",23.60,,,0.6075,1.804,10.00
"       (2020 MP1)",26.11,,,0.4906,1.995,6.79
"       (2020 MQ1)",24.90,,,0.5112,2.209,4.16
"       (2020 MS1)",23.30,,,0.1177,0.9629,24.96
"       (2020 MU1)",24.80,,,0.0411,1.025,4.87
"       (2020 MV1)",24.40,,,0.2276,1.434,10.17
"       (2020 MB2)",19.18,,,0.6148,2.098,28.70
"       (2020 MC2)",24.80,,,0.6005,2.679,20.88
"       (2020 MD2)",21.67,,,0.4363,2.121,8.38
"       (2020 MF2)",19.88,,,0.5475,2.758,13.45
"       (2020 MK2)",23.20,,,0.2520,1.418,13.08
"       (2020 ML2)",27.90,,,0.3066,1.454,4.16
"       (2020 MM2)",22.20,,,0.7105,2.475,0.62
"       (2020 MN2)",22.80,,,0.5035,1.815,8.90
"       (2020 MP2)",22.23,,,0.2932,0.9806,13.84
"       (2020 MQ2)",24.50,,,0.4018,1.489,1.70
"       (2020 MT2)",24.00,,,0.2419,1.388,14.56
"       (2020 MV2)",24.40,,,0.1632,1.288,11.10
"       (2020 MW2)",21.20,,,0.6360,1.989,7.48
"       (2020 MY2)",24.50,,,0.4602,1.847,4.72
"       (2020 MZ2)",23.40,,,0.4316,2.237,12.24
"       (2020 MA3)",18.93,,,0.7020,2.51,16.55
"       (2020 MB3)",22.60,,,0.4429,2.204,10.41
"       (2020 MC3)",22.40,,,0.5318,2.417,6.58
"       (2020 MD3)",24.40,,,0.3604,1.696,4.75
"       (2020 ME3)",25.90,,,0.3066,1.486,3.91
"       (2020 MF3)",25.00,,,0.5028,2.174,8.38
"       (2020 MG3)",21.90,,,0.4659,2.269,21.06
"       (2020 MH3)",25.00,,,0.5976,2.531,8.95
"       (2020 MK3)",25.80,,,0.3603,0.8087,2.36
"       (2020 ML3)",20.60,,,0.4464,2.157,6.04
"       (2020 MM3)",20.00,,,0.2701,1.77,18.76
"       (2020 MN3)",23.24,,,0.2741,1.405,16.79
"       (2020 MO3)",24.60,,,0.2094,0.948,1.57
"       (2020 MQ3)",21.70,,,0.5986,2.232,8.68
"       (2020 MR3)",22.70,,,0.6060,0.8184,8.30
"       (2020 MU3)",24.50,,,0.0770,1.157,17.95
"       (2020 MW3)",23.40,,,0.5036,2.378,1.92
"       (2020 MX3)",23.69,,,0.2580,1.169,8.22
"       (2020 MZ3)",19.95,,,0.6567,2.63,5.25
"       (2020 MA4)",22.06,,,0.4914,0.8609,15.33
"       (2020 MC4)",21.42,,,0.4508,2.097,6.55
"       (2020 MD4)",24.60,,,0.5997,2.246,3.93
"       (2020 MF4)",22.70,,,0.4454,2.11,6.61
"       (2020 MG4)",24.10,,,0.1780,1.243,10.55
"       (2020 MJ4)",24.00,,,0.1835,1.053,7.60
"       (2020 MO4)",21.72,,,0.5121,2.47,3.56
"       (2020 MQ4)",23.28,,,0.2510,1.543,4.37
"       (2020 MX4)",20.01,,,0.4933,2.558,27.64
"       (2020 ME5)",20.50,,,0.4739,2.194,6.76
"       (2020 MO5)",22.50,,,0.4912,2.221,6.67
"       (2020 MQ61)",30.09,,,0.6516,2.525,1.92
"       (2020 ME63)",31.91,,,0.5491,2.21,2.56
"       (2020 NA)",21.50,,,0.5011,2.179,3.43
"       (2020 NB)",26.18,,,0.0658,1.083,15.33
"       (2020 NC)",22.16,,,0.2913,0.8261,6.12
"       (2020 ND)",21.84,,,0.5892,2.411,17.43
"       (2020 NE)",21.61,,,0.5785,2.13,42.01
"       (2020 NF)",24.06,,,0.5498,2.411,2.69
"       (2020 NG)",21.80,,,0.3465,1.488,26.63
"       (2020 NH)",25.10,,,0.3683,1.62,22.12
"       (2020 NJ)",22.60,,,0.7617,1.898,1.57
"       (2020 NK)",23.60,,,0.4886,2.108,9.43
"       (2020 NM)",26.10,,,0.2204,1.137,1.38
"       (2020 NN)",24.50,,,0.5345,2.211,12.68
"       (2020 NO)",26.80,,,0.4615,1.828,2.20
"       (2020 NP)",27.50,,,0.5571,2.14,5.45
"       (2020 NQ)",23.70,,,0.5714,1.933,7.81
"       (2020 NR)",21.48,,,0.4580,1.219,12.36
"       (2020 NS)",22.92,,,0.2040,1.307,30.29
"       (2020 NU)",22.49,,,0.2099,1.532,11.23
"       (2020 NV)",22.70,,,0.0643,1.139,21.98
"       (2020 NY)",26.21,,,0.5751,2.168,5.92
"       (2020 NZ)",25.40,,,0.5123,2.11,6.62
"       (2020 NA1)",23.60,,,0.5764,1.492,19.19
"       (2020 NB1)",20.59,,,0.8478,2.315,33.20
"       (2020 NC1)",22.82,,,0.4680,2.105,5.87
"       (2020 ND1)",24.50,,,0.5447,2.336,11.48
"       (2020 NE1)",22.90,,,0.2612,1.458,14.62
"       (2020 NG1)",22.80,,,0.5033,2.238,12.95
"       (2020 NH1)",23.06,,,0.4783,2.061,7.67
"       (2020 NJ1)",22.70,,,0.2750,0.9349,7.72
"       (2020 NK1)",18.95,,,0.6472,1.393,45.45
"       (2020 NL1)",19.91,,,0.4743,2.277,6.92
"       (2020 NM1)",19.98,,,0.4502,2.207,9.15
"       (2020 NQ1)",20.40,,,0.5284,2.679,10.77
"       (2020 NW8)",32.49,,,0.5042,1.933,0.09
"       (2020 OB)",23.69,,,0.7024,1.633,25.66
"       (2020 OC)",26.60,,,0.1785,1.164,3.83
"       (2020 OD)",23.80,,,0.0938,1.142,11.48
"       (2020 OE)",22.09,,,0.1321,1.303,24.08
"       (2020 OF)",23.70,,,0.8455,2.127,30.74
"       (2020 OG)",25.60,,,0.0449,1.103,2.77
"       (2020 OH)",23.60,,,0.5641,2.559,2.78
"       (2020 OL)",22.90,,,0.4927,2.413,1.92
"       (2020 OM)",26.93,,,0.4612,0.7112,11.90
"       (2020 ON)",23.80,,,0.6441,2.63,23.28
"       (2020 OP)",23.38,,,0.4102,0.8275,29.11
"       (2020 OR)",22.52,,,0.4576,2.107,7.45
"       (2020 OT)",22.80,,,0.5894,1.934,9.37
"       (2020 OU)",22.23,,,0.0832,1.273,18.08
"       (2020 OV)",24.20,,,0.4756,2.232,3.32
"       (2020 OZ)",25.60,,,0.6158,2.449,5.23
"       (2020 OA1)",23.05,,,0.4406,2.131,7.27
"       (2020 OB1)",23.80,,,0.2781,1.366,15.00
"       (2020 OC1)",26.40,,,0.1212,0.9311,6.59
"       (2020 OE1)",22.00,,,0.4700,1.368,9.85
"       (2020 OF1)",24.60,,,0.5866,2.553,4.03
"       (2020 OG1)",24.60,,,0.5809,2.235,3.76
"       (2020 OH1)",23.40,,,0.3080,1.466,10.57
"       (2020 OJ1)",20.80,,,0.2255,1.456,51.02
"       (2020 OK1)",24.00,,,0.2812,1.578,10.25
"       (2020 OL1)",24.90,,,0.4922,2.037,8.51
"       (2020 OM1)",20.95,,,0.2129,1.19,18.58
"       (2020 ON1)",21.20,,,0.5237,2.373,6.08
"       (2020 OO1)",26.30,,,0.2524,1.048,0.51
"       (2020 OR1)",23.30,,,0.4337,1.454,27.52
"       (2020 OT1)",24.36,,,0.6300,2.402,6.48
"       (2020 OV1)",18.72,,,0.2541,0.6376,32.58
"       (2020 OA2)",21.70,,,0.4852,2.277,7.61
"       (2020 OE2)",27.10,,,0.0850,1.08,3.39
"       (2020 OG2)",24.20,,,0.4665,1.673,26.35
"       (2020 OH2)",27.30,,,0.3317,1.482,2.67
"       (2020 OJ2)",19.86,,,0.5305,2.696,37.78
"       (2020 OL2)",24.88,,,0.1886,1.362,8.44
"       (2020 OM2)",23.50,,,0.4716,2.2,10.56
"       (2020 ON2)",24.60,,,0.3109,1.694,8.77
"       (2020 OO2)",25.20,,,0.5539,2.319,2.52
"       (2020 OP2)",26.00,,,0.3094,1.37,6.06
"       (2020 OQ2)",19.78,,,0.6177,2.112,10.50
"       (2020 OU2)",21.30,,,0.7089,1.532,12.38
"       (2020 OZ2)",21.50,,,0.6235,1.959,37.15
"       (2020 OA3)",24.76,,,0.2683,1.291,3.51
